Index,Query(한글),LLM Output
7MRMHX,다음 달에 친구랑 여행 갈 계획 세우고 있어,<function_MR>()<end>
7MTGTA,이제 그만 복귀해 그리고 목요일 공기질 상태 알려줘,"<function_KI>();<function_IO>(timeframe=6, location=""0"")<end>"
7MWFFW,나를 따라와 줄래?,<function_CK>()<end>
7MYVSM,여행지 추천해줄 수 있어,<function_MR>()<end>
7MZEDW,지금 가장 하고 싶은 일이 뭐야,<function_MR>()<end>
7NAHGR,A1 필터 분리해서 닦아야 해,<function_PC>(type=3)<end>
7NAZCP,내일 바그다드의 공기질이 괜찮을지 보여줘,"<function_IO>(timeframe=1, location=""바그다드"")<end>"
7NEESC,무슨 취미 있어 그리고 스캐닝 실행해주세요,<function_MR>();<function_IH>(scan=True)<end>
7NERCO,처음 위치로 돌아가주면 좋겠어 또 어디로 여행 가고 싶어,<function_KI>();<function_MR>()<end>
7NIFIW,2층홀에서 즉시 청정 시스템 작동해주실래요,"<function_FF>(position=""2층홀"")<end>"
7NIION,이번에 새로 나온 스마트폰이 정말 좋다는데 고민이야,<function_MR>()<end>
7NMSFY,금요일 나고야 날씨 비 와요,"<function_MO>(timeframe=7, location=""나고야"")<end>"
7NRGJD,나이트 모드 중지해줘,<function_BS>(enable=False)<end>
7NRZEG,센서 민감도 낮음 맞지,<function_QD>(get=True)<end>
7NTABU,이번 주에 할 일이 많아,<function_MR>()<end>
7NUKOT,지금 날씨 더운지 알려줘 그리고 오랜만에 달리기라도 좀 해볼까 싶어,"<function_MO>(timeframe=0, location=""0"");<function_MR>()<end>"
7NWOVH,이 드라마 진짜 감동적이었어,<function_MR>()<end>
7NWYCE,지영이방에서 청정해주실 수 있나요,"<function_FF>(position=""지영이방"")<end>"
7OCDZI,엘씨디 디스플레이 밝기 삼으로 바꿔 그리고 내일 뭐 할거야,<function_WN>(brightness=3);<function_MR>()<end>
7OFWWS,에이아이 모드에서 둘 다 종료 부탁드립니다,"<function_BP>(enable=1, type=2)<end>"
7OGBXG,넌 무슨 음식을 좋아해 그 후에 전체 구역 청정 부탁할게,<function_MR>();<function_EF>(action=1)<end>
7OGEPE,토요일 날씨 어떤가요,"<function_MO>(timeframe=8, location=""0"")<end>"
7OJLUA,점심으로 먹은 음식이 너무 맛있어서 또 먹고 싶어,<function_MR>()<end>
7OKUYC,고정 청정 온 그리고 음성을 여성으로 전환해줄래,<function_PG>();<function_GQ>(gender=1)<end>
7OOEFM,오늘 공기질 모니터링 어떤지 알려줘,"<function_IO>(timeframe=0, location=""0"")<end>"
7OTSYX,나이트 모드 실행해줘,<function_BS>(enable=True)<end>
7OUSLR,주말에 뭐 할지 아직 정하지 못했어 그냥 집에 있을까 그 후에 나무 여자 보이스로 변경해줘,<function_MR>();<function_GQ>(gender=1)<end>
7OVOWQ,하나의 영화만 평생 볼 수 있다면 뭘 선택할 거야,<function_MR>()<end>
7OXNIL,마법방에서 지금 청정 바로 해주실래요,"<function_FF>(position=""마법방"")<end>"
7OXZVV,매너모드 켜줘,<function_ZX>(enable=True)<end>
7OYFVA,목소리 여성으로 바꿔줘,<function_GQ>(gender=1)<end>
7OYGMS,고정 공청 기능 켜줘 그리고 듣기 모드 시작해,<function_PG>();<function_QT>(enable=True)<end>
7OYUPX,고정 청정 온 그리고 미디음의 볼륨 몇 단계인지 말해줄래,<function_PG>();<function_ZV>(get=True)<end>
7PAYRG,책 추천해줄래,<function_MR>()<end>
7PCOMA,주말 서귀포 날씨 상황 어때,"<function_MO>(timeframe=2, location=""서귀포"")<end>"
7PCRST,수요일 오사카 공기질 걱정해야 할까 이어서 오늘 점심으로 뭐 먹을지 고민이야 너무 배고파,"<function_IO>(timeframe=5, location=오사카);<function_MR>()<end>"
7PGQAQ,이번 주말에는 책을 읽으면서 시간을 보내고 싶어,<function_MR>()<end>
7POBKE,고정 청정 온 토요일 광진구 날씨 몇 도야,"<function_PG>();<function_MO>(timeframe=8, location=광진구)<end>"
7PQFCS,릴랙스존 청정해줄거니,"<function_FF>(position=""릴랙스존"")<end>"
7PRRQL,목소리 설정 여성으로 변경해줘,<function_GQ>(gender=1)<end>
7PTSKF,드라마 다시 보기 할까 고민 중이야,<function_MR>()<end>
7PTWMD,처음 위치로 돌아가주면 좋겠어 그 후에 소리 볼륨을 삼으로 맞춰줘,<function_KI>();<function_ZV>(volume=3)<end>
7PUAPW,지금 에이아이 모드 전부 중지시켜줄래 또 내일은 친구들이랑 만날 예정이라 기대 돼,"<function_BP>(enable=1, type=2);<function_MR>()<end>"
7PUFMN,풍속 알려줘,<function_NK>(get=True)<end>
7PYDNE,만약 한 명의 유명인과 저녁을 먹을 수 있다면 누구를 선택할 거야,<function_MR>()<end>
7QDVBA,매너모드 지금 켜졌나?,<function_SV>(type=2)<end>
7QGLZD,관제실 청정 지금 가동해,"<function_FF>(position=""관제실"")<end>"
7QHCOA,오늘 저녁에는 친구들과 함께 저녁을 먹기로 했어,<function_MR>()<end>
7QLLIP,현재 공기질 모니터링 결과 띄워봐,"<function_IO>(timeframe=0, location=""0"")<end>"
7QNNHC,이번 달은 너무 바빠서 뭔가를 계획하기가 어려웠어,<function_MR>()<end>
7QSWTV,고정 공기 청정 가동 시작해줘 그리고 일요일 날씨 추울까,"<function_PG>();<function_MO>(timeframe=9, location=""0"")<end>"
7QTQWM,책 좀 추천해줘 이어서 스캐닝 공기청정 상태가 어떤가요,<function_MR>();<function_IH>(get=True)<end>
7QTTCR,이제 그만 복귀해 이어서 내일 제주시 날씨 몇 도야,"<function_KI>();<function_MO>(timeframe=1, location=제주시)<end>"
7QZRQH,충전하러 복귀 그리고 토요일 강서구 대기질을 화면에 보여줘,"<function_KI>();<function_IO>(timeframe=8, location=강서구)<end>"
7RAWCQ,토요일 날씨 몇 도야,"<function_MO>(timeframe=8, location=""0"")<end>"
7RBHOL,월요일 날씨 전망을 표시해줄 수 있어 또 이번 주말엔 집 청소를 제대로 한번 해볼까 생각 중이야,"<function_MO>(timeframe=3, location=""0"");<function_MR>()<end>"
7RCFIA,우리왕자방에서 청정 시작해보실래요,"<function_FF>(position=""우리왕자방"")<end>"
7RDMOP,고정 청정 온 그러고 나서 내일 서울 날씨 비 와,"<function_PG>();<function_MO>(timeframe=1, location=서울)<end>"
7REOUN,처음 위치로 돌아가주면 좋겠어 그리고 토요일 대구 미세먼지 어때,"<function_KI>();<function_IO>(timeframe=8, location=대구)<end>"
7RFIRE,에이원 필터 잔여량이 얼마나 남았는지 확인해주세요 그 다음에 친구가 보내준 선물이 정말 마음에 들어 오랜만에 웃었어,<function_UJ>();<function_MR>()<end>
7RKMWE,감지 감도 레벨을 맞춰줘,<function_QD>(type=-1)<end>
7RKSKR,이번 달은 정신없이 바빠서 계획을 세우기가 어렵네 이어서 금요일 부산 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=7, location=부산)<end>"
7ROVOA,오늘 저녁엔 뭘 만들어볼까,<function_MR>()<end>
7RQHOH,지금 프라이버시 기능 멈춰있나요,<function_GN>(get=True)<end>
7RQYWW,고정 공기 청정 가동 시작해줘 그러고 나서 공기질 아이 표시 기능 해제해줘,<function_PG>();<function_SC>(enable=False)<end>
7RVHUA,따뜻한 차 한 잔이 생각나,<function_MR>()<end>
7RWNXV,요즘 운동을 열심히 하고 있는데 몸이 조금 가벼워진 것 같아,<function_MR>()<end>
7RWSNZ,대기화면을 상세 공기질로 전환해줘 이어서 오늘 저녁에 뭐 먹을지 고민 중이야 뭐가 좋을까,<function_HG>(theme=2);<function_MR>()<end>
7RXYUN,바레인의 화요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=4, location=""바레인"")<end>"
7SAFJY,토요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=8, location=""0"")<end>"
7SAUSF,이번에 산 책이 너무 재밌어서 시간 가는 줄 모르겠어 그리고 청정 기능 재시작해줘,<function_MR>();<function_YA>(move=2)<end>
7SBXEP,사용 가능한 온도 단위가 뭐야?,<function_JS>(type=5)<end>
7SFWTV,충전 해줘,<function_KI>()<end>
7SGQOP,주말에 만날래,<function_MR>()<end>
7SGTXZ,금요일 강릉 대기질을 화면에 보여줘 다음으로 냉장고에 있는 재료들로 뭘 만들어 먹을 수 있을까,"<function_IO>(timeframe=7, location=강릉);<function_MR>()<end>"
7SKFDV,이번 주말에 시간 있어,<function_MR>()<end>
7SKFSY,청정 켜봐 그리고 오늘 진짜 쳐진다,<function_PG>();<function_MR>()<end>
7SLYBY,오늘은 오랜만에 친구들과 저녁을 먹으러 가기로 했어,<function_MR>()<end>
7SNWMS,최근에 산 것 중에서 가장 만족스러운 기기가 뭐야,<function_MR>()<end>
7SOSHR,어제 뉴스 봤어,<function_MR>()<end>
7SOTDH,스캐닝 공기청정 켜져 있어,<function_IH>(get=True)<end>
7SPCWN,저녁에 뭘 먹을지 아직도 고민 중이야 뭘 먹을까,<function_MR>()<end>
7SPWYJ,엘씨디 화면 밝기를 최대 밝기로 설정해줘 이어서 이 식당 가볼래,<function_WN>(brightness=5);<function_MR>()<end>
7SPYHG,영등포구 일요일 날씨 눈 올까,"<function_MO>(timeframe=9, location=""영등포구"")<end>"
7SULND,이번 주말에는 친구들이랑 캠핑 가기로 했어 정말 기대 돼,<function_MR>()<end>
7SWCYA,목소리 남성으로 설정해줘,<function_GQ>(gender=2)<end>
7SXVPA,토요일 고베 날씨 비 와요,"<function_MO>(timeframe=8, location=""고베"")<end>"
7SYXEL,새로 나온 드라마가 인기가 많아서 한번 봐야겠어,<function_MR>()<end>
7SZHOV,취미로 그림을 그려요,<function_MR>()<end>
7TAOIV,이번에 새로 시작한 운동이 생각보다 힘들더라 또 금요일 날씨 정보 표시해줄래,"<function_MR>();<function_MO>(timeframe=7, location=""0"")<end>"
7TBUKS,다음 달에 친구들이랑 제주도로 여행 가기로 했어,<function_MR>()<end>
7TCOHO,청정 켜봐 그리고 청주 날씨 알려줘,"<function_PG>();<function_MO>(timeframe=0, location=청주)<end>"
7TKGPR,충전이 안되는데 어떡해,<function_KP>(type=2)<end>
7TLMRI,스테이션 위치로 복귀하세요 그 후에 토요일 기기 근처 공기 상태는 어때,"<function_KI>();<function_IO>(timeframe=8, location=""0"")<end>"
7TMLUL,충전 위치로 되돌아가 그리고 목요일 기기 근처 공기 상태는 어때,"<function_KI>();<function_IO>(timeframe=6, location=""0"")<end>"
7TMXHW,이번 주말에는 가족들이랑 시간을 보내려고 해 오랜만이야,<function_MR>()<end>
7TSOUG,이번 주말에 자전거 타러 갈래 또 내일 공기질 상태 알려줘,"<function_MR>();<function_IO>(timeframe=1, location=""0"")<end>"
7TULXO,인터넷 연결되어 있나요?,<function_SV>(type=4)<end>
7TWVTW,청정 기능을 종료해주실래요 다음으로 이번 주에는 운동을 좀 더 자주 해야겠어,<function_YA>(move=0);<function_MR>()<end>
7TXCAT,이번 세일 때 뭐 샀어,<function_MR>()<end>
7TZDSB,가든 공기청정 기능 실행해줄래요,"<function_FF>(position=""가든"")<end>"
7TZSRH,오늘 마스크 써야 할 정도로 공기 안 좋을까,"<function_IO>(timeframe=0, location=""0"")<end>"
7UAEHK,내일 이 곳의 미세먼지 농도는 얼마야,"<function_IO>(timeframe=1, location=""0"")<end>"
7UAHIG,처음 위치로 돌아가주면 좋겠어 이어서 화요일 리마 미세먼지 어때,"<function_KI>();<function_IO>(timeframe=4, location=리마)<end>"
7UDASN,스캐닝 청정 상태 좀 알려줘 이어서 이거 정말 괜찮다,<function_IH>(get=True);<function_MR>()<end>
7UERCC,풍량이 어떻게되,<function_NK>(get=True)<end>
7UJVSJ,오늘 뭐 먹을까 그리고 음량을 80퍼센트로 올려줘,<function_MR>();<function_ZV>(volume=4)<end>
7ULMWG,금요일 대전 날씨 더울까,"<function_MO>(timeframe=7, location=""대전"")<end>"
7UNZCZ,충전 위치로 되돌아가 다음으로 내일 런던 미세먼지 어때,"<function_KI>();<function_IO>(timeframe=1, location=런던)<end>"
7UYENX,매너모드 꺼줘,<function_ZX>(enable=False)<end>
7UZJLL,아이디어실에서 공기청정 기능 시작해줄래요,"<function_FF>(position=""아이디어실"")<end>"
7VBJQQ,나 좀 봐줄래?,<function_FR>()<end>
7VFINA,나이트 모드는 어떤 기능이야,<function_JS>(type=3)<end>
7VGHTO,새로운 요리법 배웠어,<function_MR>()<end>
7VHMQC,고정 공기 청정 가동 시작해줘 그 다음에 어떤 테마를 사용하고 있는지 알려주실래요,<function_PG>();<function_HG>(get=True)<end>
7VJWQX,고정 공기 청정 실행해줘 다음으로 모스크바의 월요일 날씨 정보 표시해줄래,"<function_PG>();<function_MO>(timeframe=3, location=모스크바)<end>"
7VKTTM,다음 주말에는 친구들이랑 시간을 보내기로 했어,<function_MR>()<end>
7VMRTG,고정 공기 청정 실행해줘 이어서 지금 어디서 청정하고 있는지 알려줄 수 있어,<function_PG>();<function_ID>(get=True)<end>
7VQFLO,목요일 날씨 더워,"<function_MO>(timeframe=6, location=""0"")<end>"
7VQOFM,내일 시에나 공기질 나쁜가,"<function_IO>(timeframe=1, location=""시에나"")<end>"
7VSHYN,웨이크업 기능에 대해 알려줘,<function_EN>(type=5)<end>
7VTEQG,공기청정기 설치 위치로 어디가 좋을까,<function_CS>(type=1)<end>
7VWOIS,충전 위치로 되돌아가 그 다음에 스캐닝 기능 시작해주세요,<function_KI>();<function_IH>(scan=True)<end>
7VXJCZ,하루에 전기세가 얼마나 나올까,<function_HI>(type=2)<end>
7VXQWQ,현재 이 곳의 피엠텐 농도는 얼마야,"<function_IO>(timeframe=0, location=""0"")<end>"
7VYJSW,현재 뭐하고 있나요 그리고 내일 아침에는 일찍 일어나서 운동을 할 계획이야,<function_ID>(get=True);<function_MR>()<end>
7VZSSP,B구역에서 공기청정해줄 수 있나요,"<function_FF>(position=""B구역"")<end>"
7VZVAB,중풍으로 해줘,<function_NK>(speed=2)<end>
7WFIVY,스테이션 위치로 복귀하세요 그 후에 공기질 상태 표시 작동해,<function_KI>();<function_SC>(enable=True)<end>
7WIUXF,음소거 설정이 어떻게되,<function_MV>(get=True)<end>
7WJTEZ,현재 공기질 모니터링 기능 보여줘요,"<function_IO>(timeframe=0, location=""0"")<end>"
7WJXXP,디스플레이의 밝기를 중간으로 맞춰줘,<function_WN>(brightness=-1)<end>
7WKDEF,오늘 하루가 너무 바빴어 이제 좀 쉬고 싶어,<function_MR>()<end>
7WKFTA,센서 민감도 값을 한번 봐줄래,<function_QD>(get=True)<end>
7WLLIS,공기질 상태 표시 엘이디 꺼줘,<function_SC>(enable=False)<end>
7WMIOR,음량을 이단계로 설정해줘,<function_ZV>(volume=2)<end>
7WNFAL,내일은 친구랑 같이 카페에 가서 시간을 보낼 예정이야,<function_MR>()<end>
7WSOUI,에러 이력 확인해줘,<function_XO>()<end>
7WTNYG,여기 공기질 모니터링 상태를 화면에 나타내줘,"<function_IO>(timeframe=0, location=""0"")<end>"
7WVBTN,볼륨 이로 해줘,<function_ZV>(volume=2)<end>
7WXTBI,이 공청기 전기세가 얼마나 돼,<function_HI>(type=2)<end>
7WYPED,테이크아웃존 청정해줘,"<function_FF>(position=""테이크아웃존"")<end>"
7XIUHG,모든 방 청소 시작해줘,<function_EF>(action=1)<end>
7XKVVX,처음 위치로 돌아가주면 좋겠어 이어서 전체 이동 공기청정 할래,<function_KI>();<function_EF>(action=1)<end>
7XPFYX,감지 감도 높음으로 바꿔주면 좋겠어요,<function_QD>(type=2)<end>
7XUPFO,이 노래 분위기 진짜 좋다,<function_MR>()<end>
7XVFVY,테마를 실내 공기질로 해줄래,<function_HG>(theme=2)<end>
7XYCEJ,내일 기기 근처 공기 상태는 어때,"<function_IO>(timeframe=1, location=""0"")<end>"
7XYILT,고정 공기 청정 실행해줘 그 다음에 월요일 모스크바 미세먼지 어때,"<function_PG>();<function_IO>(timeframe=3, location=모스크바)<end>"
7XYIYS,원어민실 공기청정 켜죠,"<function_FF>(position=""원어민실"")<end>"
7XZVRA,남은 배터리 알려줘,<function_JJ>()<end>
7YFAHG,티비에서 무슨 영화 하는지 봤어,<function_MR>()<end>
7YIGZE,내일 후쿠오카 날씨 비 와요,"<function_MO>(timeframe=1, location=""후쿠오카"")<end>"
7YIPPT,다음 주에는 조금 더 부지런하게 지내야겠다고 결심했어,<function_MR>()<end>
7YJQWS,공간별 미세먼지 어때 그러고 나서 겨울 여행지 추천해줘,"<function_IO>(timeframe=0, location=""0"");<function_MR>()<end>"
7YNYRD,센서창 청소해야 하는데 방법 좀 알려줄래,<function_PC>(type=4)<end>
7YOAZB,지금 필터의 수명이 어떻게 되나요 그 다음에 새로운 취미를 찾고 싶은데 뭐가 좋을지 모르겠어,<function_UJ>();<function_MR>()<end>
7YQWPA,피아노 연습 많이 했어,<function_MR>()<end>
7YYWPE,고정 공기 청정 실행해줘 또 수요일 날씨 정보 표시해줄래,"<function_PG>();<function_MO>(timeframe=5, location=""0"")<end>"
7YZEKN,이번 주말에는 오랜만에 친구들과 만나서 저녁을 먹기로 했어,<function_MR>()<end>
7ZFYWO,월요일 싱가포르 날씨 몇 도야,"<function_MO>(timeframe=3, location=""싱가포르"")<end>"
7ZKNRN,이 식당 어때,<function_MR>()<end>
7ZPROB,구역마다 공기질 모니터링 대시보드 띄워주세요,"<function_IO>(timeframe=0, location=""0"")<end>"
7ZQMTB,대기화면 바꿔줄게요,<function_HG>(theme=-1)<end>
7ZQVIV,이 책 재미있어,<function_MR>()<end>
7ZRVBC,주말에 잠깐 여행 다녀올래,<function_MR>()<end>
7ZTVWD,토요일 애들레이드 날씨 어때,"<function_MO>(timeframe=8, location=""애들레이드"")<end>"
7ZVPTZ,고정 청정 온 그 후에 음소거 비활성화 해줘,<function_PG>();<function_MV>(mute=False)<end>
7ZWEDY,운행 지금 바로 다시 켜줘.,<function_YA>(move=2)<end>
7ZXDFX,이 영화 봤어,<function_MR>()<end>
7ZXTGW,토요일 데날리 날씨 몇 도야,"<function_MO>(timeframe=8, location=""데날리"")<end>"
8ABKGG,어떤 인증을 받았어,<function_SB>(type=1)<end>
8ACRAV,테마를 기본으로 변경해줄래 또 내일은 친구들이랑 만날 예정인데 뭐 하고 놀지 고민 중이야,<function_HG>(theme=0);<function_MR>()<end>
8AESFS,고정 공청 기능 켜줘 그리고 내일 날씨 추울까,"<function_PG>();<function_MO>(timeframe=1, location=""0"")<end>"
8AGRUQ,아침 먹었어 그러고 나서 엘이디 아이 밝기 이단계로 높일래,<function_MR>();<function_WN>(brightness=2)<end>
8AIOII,엘이디 화변밝기를 일단계로 설정해줘,<function_WN>(brightness=1)<end>
8AIOWP,소리 켜줘,<function_MV>(mute=False)<end>
8AIREL,오늘 일정은 어떻게 돼,<function_MR>()<end>
8ANHNF,풍속 설정된 값 확인해줄래 그러고 나서 이 영화 추천할 만해,<function_NK>(get=True);<function_MR>()<end>
8AOMOO,나중에 유럽여행 가고 싶어,<function_MR>()<end>
8APNWZ,이번 주말에는 책을 읽으면서 여유롭게 시간을 보내고 싶어,<function_MR>()<end>
8ASLRW,현재 공기질 아이 표시가 작동하고 있나요 그리고 디저트 카페 추천해줄 수 있어,<function_SC>(get=True);<function_MR>()<end>
8AXQVI,다음 주에 중요한 발표가 있는데 준비가 잘 될지 걱정 돼,<function_MR>()<end>
8AXSAU,저녁에 뭐 먹을지 벌써 결정했어,<function_MR>()<end>
8BBAKF,책을 다 읽고 나니까 다른 책도 읽고 싶어졌어,<function_MR>()<end>
8BCCFP,오늘 일찍 자야겠어,<function_MR>()<end>
8BCMUN,토요일 날씨 추울까 그리고 이번 주말에는 그냥 집에서 편하게 쉬고 싶어,"<function_MO>(timeframe=8, location=""0"");<function_MR>()<end>"
8BGQAX,오늘은 그냥 집에서 푹 쉬면서 책이나 읽을까 생각 중이야,<function_MR>()<end>
8BLYMB,2번동 청정 모드 켜주세요,"<function_FF>(position=""2번동"")<end>"
8BNXCK,베이징의 내일 날씨 정보 표시해줄래 다음으로 오늘은 좀 일찍 잠자리에 들어야겠어 내일 할 일이 많거든,"<function_MO>(timeframe=1, location=베이징);<function_MR>()<end>"
8BURAO,청정 켜봐 또 주말 날씨 알려줘,"<function_PG>();<function_MO>(timeframe=2, location=""0"")<end>"
8BWBGR,방마다 공기질 모니터링 화면으로 전환해줘요,"<function_IO>(timeframe=0, location=""0"")<end>"
8CBSGA,이번 주말에는 뭔가 특별한 계획을 세우고 싶어,<function_MR>()<end>
8CCEUL,고정 공기 청정 가동 시작해줘 그 후에 화요일 홍콩 공기질 때문에 마스크 써야 할까,"<function_PG>();<function_IO>(timeframe=4, location=홍콩)<end>"
8CFBFP,프라이버시 모드 실행해줘,<function_GN>(enable=True)<end>
8CHWYF,새로 산 옷이 너무 마음에 들어 매일 입고 다니고 있어,<function_MR>()<end>
8CMQRI,청정 켜봐 그리고 엘씨디 화면 밝기를 영단계로 조절해줄래,<function_PG>();<function_WN>(brightness=0)<end>
8CWKDQ,실외 대기질 정보 연동 옵션을 활성화해주실래요 그 후에 오늘은 하루가 정말 빨리 지나갔어 뭘 했는지 모르겠어,"<function_BP>(enable=0, type=0);<function_MR>()<end>"
8CZHWF,요즘 인기 많은 드라마 뭐야,<function_MR>()<end>
8DBFEL,A1 필터 청소 방법 알려줘,<function_PC>(type=3)<end>
8DIDAD,고정 공청 기능 켜줘 또 음소거 기능 활성화를 원해요,<function_PG>();<function_MV>(mute=True)<end>
8DIUCF,이 청정기를 집에 몇 대 놔야할지 모르겠어.,<function_CS>(type=2)<end>
8DKCWH,뉴델리의 화요일 날씨 정보 표시해줄래 그 후에 운동을 하고 나니까 몸이 가벼워진 느낌이 들어,"<function_MO>(timeframe=4, location=뉴델리);<function_MR>()<end>"
8DMGHJ,효과음 몇단계야,<function_ZV>(get=True)<end>
8DORUE,음성을 남자로 전환해줄래 그 다음에 요즘 운동을 열심히 하고 있는데 몸이 조금 가벼워진 것 같아,<function_GQ>(gender=2);<function_MR>()<end>
8DOWFW,에이아이 모드는 어떻게 설정하는거야,<function_JS>(type=10)<end>
8DQEQO,이번 달은 너무 바빠서 뭔가를 계획하기가 어려웠어 그리고 화요일 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=4, location=""0"")<end>"
8DTTCY,음량을 줄여주세요,<function_ZV>(volume=-1)<end>
8DVMHF,오늘 공기질 모니터링 상태 알려주실래요,"<function_IO>(timeframe=0, location=""0"")<end>"
8DVUNO,유브이 엘이디에 대해 설명해 줘,<function_JS>(type=6)<end>
8DXFDD,빵을 구울 때 기분이 좋아져,<function_MR>()<end>
8DYXIH,내일 아침에 일찍 일어나서 산책을 하고 싶다,<function_MR>()<end>
8EARMB,부설연구소으로 이동해서 청정해줘 그리고 내일 뭐할 계획이야,<function_FF>(position=부설연구소);<function_MR>()<end>
8EBMCW,가장 자주 듣는 음악이 뭐야,<function_MR>()<end>
8EDLDG,매너모드 설정 해제해줘,<function_ZX>(enable=False)<end>
8EFOAQ,화면 밝기를 50%로 맞춰줘,<function_WN>(brightness=-1)<end>
8EHODD,오늘 하루 종일 바빴는데도 아직 해야 할 일이 많아,<function_MR>()<end>
8EJLHY,수라바야 금요일 날씨 알려줘,"<function_MO>(timeframe=7, location=""수라바야"")<end>"
8ELGZT,라이다 센서 청소 방법 알려죠,<function_PC>(type=5)<end>
8EMMQO,에이아이 모드에 대해 알려줘,<function_JS>(type=10)<end>
8ENCHA,행복룸 청정 활성화해줘,"<function_FF>(position=""행복룸"")<end>"
8EOYJV,포름알데히드는 건강에 어떤 영향을 줘,<function_HW>(type=5)<end>
8ERDVV,이거 어떻게 생각해,<function_MR>()<end>
8ERKTN,커피 마실 때 보통 어떻게 마셔 그 다음에 에이아이 모드에서 공간별 누적 공기질 정보 연동 켜주세요,"<function_MR>();<function_BP>(enable=0, type=1)<end>"
8ERZJW,볼륨을 이로 맞춰줘,<function_ZV>(volume=2)<end>
8FDFCK,음소거 되어있어,<function_MV>(get=True)<end>
8FDHXA,운동 후에는 스트레칭 꼭 해야 돼,<function_MR>()<end>
8FEFLJ,나이트 모드 해제해줘,<function_BS>(enable=False)<end>
8FGSXF,오늘 뭐 먹을까,<function_MR>()<end>
8FJJSF,온도 단위 바꾸는 것이 좋겠습니다,<function_EW>(type=-1)<end>
8FJYWC,노인돌봄실 청정해줄 수 있을까요,"<function_FF>(position=""노인돌봄실"")<end>"
8FKTDT,일요일 빈 대기질을 화면에 보여줘 이어서 새로 나온 노래가 되게 좋더라 계속 반복해서 듣고 있어,"<function_IO>(timeframe=9, location=빈);<function_MR>()<end>"
8FLJNR,안나푸르나 월요일 날씨 몇 도야,"<function_MO>(timeframe=3, location=""안나푸르나"")<end>"
8FPQJR,유브이 살균 엘이디 멈춰줘,<function_NN>(enable=False)<end>
8FRUMJ,사용 중인 온도 표시 말씀해주세요,<function_EW>(get=True)<end>
8FSFSR,내일 런던 공기 나쁘고 질소산화물 많을까,"<function_IO>(timeframe=1, location=""런던"")<end>"
8FTLJM,오늘 공기질 모니터링 확인하게 해줘,"<function_IO>(timeframe=0, location=""0"")<end>"
8GALUY,프라이버시 비활성화해줘,<function_GN>(enable=False)<end>
8GCIAS,수요일 로마 날씨 많이 더울까,"<function_MO>(timeframe=5, location=""로마"")<end>"
8GCJFQ,요즘 들어 운동을 자주 하니까 몸이 조금 가벼워진 것 같아,<function_MR>()<end>
8GDLCF,화요일 프랑크푸르트 날씨 어때요,"<function_MO>(timeframe=4, location=""프랑크푸르트"")<end>"
8GILUY,마이크로필름실 청정 진행 시작해,"<function_FF>(position=""마이크로필름실"")<end>"
8GJTYL,저녁에 뭐 먹을지 고민 돼,<function_MR>()<end>
8GJVOA,고정 청정 온 일요일 해운대 대기질을 화면에 보여줘,"<function_PG>();<function_IO>(timeframe=9, location=해운대)<end>"
8GKDKQ,벙커침대존 청정 실행해보실 수 있나요,"<function_FF>(position=""벙커침대존"")<end>"
8GLQYU,공간별 누적 공기질 정보 연동 기능을 종료해 주시겠어요 에이아이 모드에서 꺼주세요,"<function_BP>(enable=1, type=1)<end>"
8GOHDS,실내에서 할 수 있는 활동 추천해줄래,<function_MR>()<end>
8GQOAS,공간별 공기 모니터링 상태 화면 보여줄래,"<function_IO>(timeframe=0, location=""0"")<end>"
8GSAQR,이 책 읽어볼래,<function_MR>()<end>
8GSHKP,풍속을 최소로 설정해줘,<function_NK>(speed=-1)<end>
8GVQNJ,내일 아스타나의 공기질 상황을 보여줘,"<function_IO>(timeframe=1, location=""아스타나"")<end>"
8GWYUP,저녁으로 뭘 먹을지 아직도 고민 중이야 빨리 결정해야겠어,<function_MR>()<end>
8GYZWB,고양이를 키우고 있어요,<function_MR>()<end>
8GZDIT,공기청정기 사용 중 주의할 점 뭐예요,<function_DW>(type=4)<end>
8HCJTN,토요일 난징 날씨 알려줘,"<function_MO>(timeframe=8, location=""난징"")<end>"
8HCPSB,어제 일찍 잤어,<function_MR>()<end>
8HHSDH,레이던의 수요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=5, location=""레이던"")<end>"
8HIMEF,고정 공기 청정 가동 시작해줘 그리고 수요일 날씨 몇 도야,"<function_PG>();<function_MO>(timeframe=5, location=""0"")<end>"
8HJZLI,신간코너에서 청정 모드 진행해줘,"<function_FF>(position=""신간코너"")<end>"
8HKSFL,다음 주에는 새로운 도전도 해보고 싶어 뭐가 좋을까,<function_MR>()<end>
8HLWCL,충전 위치로 되돌아가 그리고 음소거 아닌 상태야,<function_KI>();<function_MV>(get=True)<end>
8HMUJM,금요일 멜버른 날씨 어때,"<function_MO>(timeframe=7, location=""멜버른"")<end>"
8HTIIG,봉제실에서 공기청정 작동해보실래요,"<function_FF>(position=""봉제실"")<end>"
8HTUNE,새로 나온 카페가 분위기가 좋아서 가보고 싶어 그 후에 화요일 이스탄불 날씨 어때,"<function_MR>();<function_MO>(timeframe=4, location=이스탄불)<end>"
