Index,Query(한글),LLM Output
0ABOVW,여기 월요일에는 날씨 어때,"<function_MO>(timeframe=3, location=""0"")"
0ABOVW,월요일 방콕 날씨 두껍게 입어야 해,"<function_MO>(timeframe=3, location=""방콕"")"
0ABOVW,오늘 센프란시스코 미세먼지 농도는 얼마야,"<function_IO>(timeframe=0, location=""센프란시스코"")"
0ABOVW,다음 주말에는 가족들과 함께 등산을 가기로 했어,<function_MR>()
0ABOVW,점심으로 먹은 음식이 너무 맛있어서 저녁에도 먹고 싶어,<function_MR>()
0ABOVW,충전하러 복귀,<function_KI>()
0ABOVW,스캐닝 청정 시작하세요,<function_IH>(scan=True)
0ABOVW,친구들과 함께 한 주말이 정말 즐거웠어 다시 만나고 싶다,<function_MR>()
0ABOVW,제품 외관 어떻게 닦으면 돼,<function_PC>(type=8)
0ABOVW,일요일 다르에스살람 날씨 더워,"<function_MO>(timeframe=9, location=""다르에스살람"")"
0ABOVW,월요일 날씨 더워,"<function_MO>(timeframe=3, location=""0"")"
0ABOVW,포름알데히드를 알려줘,<function_HW>(type=5)
0ABOVW,스캐닝 공기청정 상태가 어떤가요,<function_IH>(get=True)
0ABOVW,영화 볼래,<function_MR>()
0ABOVW,공기질 상태 표시가 켜져있는지 확인해볼래,<function_SC>(get=True)
0ABOVW,스캐닝 청정 꺼줘,<function_IH>(scan=False)
0ABOVW,러닝하러 나가자,<function_MR>()
0ABOVW,봄이 되면 꽃이 피는 게 정말 예뻐,<function_MR>()
0ABOVW,스스로를 설명해주시겠어요,<function_EN>(type=1)
0ABOVW,일요일 과천 날씨 상황 어때,"<function_MO>(timeframe=9, location=""과천"")"
0ABOVW,금요일 미세먼지 정보 보여줘,"<function_IO>(timeframe=7, location=""0"")"
0ABOVW,공기 모니터링 화면 띄워주세요,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,이 기기 어디에다가 설치하면 되는거야,<function_CS>(type=1)
0ABOVW,음성 인지 작동 시작해줘,<function_QT>(enable=True)
0ABOVW,이번에 새로 산 신발이 정말 편하더라,<function_MR>()
0ABOVW,아산 화요일 날씨 어때요,"<function_MO>(timeframe=4, location=""아산"")"
0ABOVW,시간 있을 때 뭐해,<function_MR>()
0ABOVW,화면 밝기를 낮춰줘,<function_WN>(brightness=-1)
0ABOVW,가능한 청정 기능을 말씀해주시겠습니까,<function_EN>(type=3)
0ABOVW,테마 기본으로 변경해주세요,<function_HG>(theme=0)
0ABOVW,인증 정보를 알려줘,<function_SB>(type=1)
0ABOVW,이번 주말에는 영화를 한 편 보려고 해,<function_MR>()
0ABOVW,전체 공간 공기 청정 시작해,<function_EF>(action=1)
0ABOVW,감지 감도를 보통으로 조절해주실래요,<function_QD>(type=1)
0ABOVW,키아누 리브스가 기부를 많이 하는 거 알고 있었어,<function_MR>()
0ABOVW,민수네방에서 청정해주세요,"<function_FF>(position=""민수네방"")"
0ABOVW,음성인식 꺼줘,<function_QT>(enable=False)
0ABOVW,요즘 무슨 드라마 봐,<function_MR>()
0ABOVW,화요일 아부다비 날씨 어때,"<function_MO>(timeframe=4, location=""아부다비"")"
0ABOVW,볼만한 영화 하나 추천해 줄 수 있어,<function_MR>()
0ABOVW,운동 계획 세워야겠어,<function_MR>()
0ABOVW,이동 끝내줘,<function_YA>(move=0)
0ABOVW,뭐 도와줄까,<function_MR>()
0ABOVW,이제 다른 성별의 목소리로 듣고 싶어요,<function_GQ>(gender=-1)
0ABOVW,오늘 저녁에 뭐 먹을지 고민 중이야 뭐가 좋을까,<function_MR>()
0ABOVW,밝기를 적당히 조정해줘,<function_WN>(brightness=-1)
0ABOVW,일찍 자고 일찍 일어나기 힘들어,<function_MR>()
0ABOVW,이거 전기 얼마나 써,<function_HI>(type=1)
0ABOVW,매일 운동하기가 쉽지 않네,<function_MR>()
0ABOVW,엘이디 공기질 상태표시 켜,<function_SC>(enable=True)
0ABOVW,월요일 평창 날씨 어때,"<function_MO>(timeframe=3, location=""평창"")"
0ABOVW,입시반에서 청정 시스템 실행해줘,"<function_FF>(position=""입시반"")"
0ABOVW,공기청정기 설치 순서에서 주의할 점 있니,<function_DW>(type=3)
0ABOVW,맥박 수치 체크해줘,<function_GV>()
0ABOVW,지금 옥수동 공기질 상태 괜찮은가,"<function_IO>(timeframe=0, location=""옥수동"")"
0ABOVW,시간 좀 보여줘,<function_SV>(type=1)
0ABOVW,헬스장 가는 거 어때 ,<function_MR>()
0ABOVW,청주 공기질 상태를 보여줘,"<function_IO>(timeframe=0, location=청주)"
0ABOVW,이거 정말 멋지다,<function_MR>()
0ABOVW,친구랑 친해지는 데 시간이 걸린다고 생각해,<function_MR>()
0ABOVW,커피 대신 차를 마셔볼까 요즘 카페인 너무 많이 먹는 것 같아,<function_MR>()
0ABOVW,학습방에서 공기청정 해주세요,"<function_FF>(position=""학습방"")"
0ABOVW,아이방에서 공기청정 모드 켜주세요,"<function_FF>(position=""아이방"")"
0ABOVW,미디음을 4단계로 조정해줄래,<function_ZV>(volume=4)
0ABOVW,화요일 날씨 많이 더워,"<function_MO>(timeframe=4, location=""0"")"
0ABOVW,수요일 칸쿤 날씨 알려주세요,"<function_MO>(timeframe=5, location=""칸쿤"")"
0ABOVW,아침에 일찍 일어나니까 하루가 길어진 느낌이야,<function_MR>()
0ABOVW,나이트 모드는 뭘 말하는거야,<function_JS>(type=3)
0ABOVW,음량을 영단계로 설정해줘,<function_ZV>(volume=0)
0ABOVW,지금 에이아이 모드 활성화 상태인가요,<function_BP>(get=True)
0ABOVW,주말에는 특별한 계획이 없어서 그냥 집에서 쉴까 생각 중이야,<function_MR>()
0ABOVW,유부이 에릴디 오프 부탁해,<function_NN>(enable=False)
0ABOVW,화요일 전주 날씨 좀 알려줄래,"<function_MO>(timeframe=4, location=""전주"")"
0ABOVW,날따름 정지해줘,<function_YA>(move=0)
0ABOVW,미세먼지 알려줘,<function_HW>(type=1)
0ABOVW,더부티크관에서 공기청정 해봐,"<function_FF>(position=""더부티크관"")"
0ABOVW,이 영화 추천해줄래,<function_MR>()
0ABOVW,음성인식 기능 멈춰줘,<function_QT>(enable=False)
0ABOVW,음량을 사단계로 설정해줘,<function_ZV>(volume=4)
0ABOVW,공기질 아이 표시 활성화해줘,<function_SC>(enable=True)
0ABOVW,음악 들으면서 힐링하고 있어,<function_MR>()
0ABOVW,다음 달에 있을 중요한 회의를 준비 중이야,<function_MR>()
0ABOVW,커피 마실 때 보통 어떻게 마셔,<function_MR>()
0ABOVW,제주 공기질 상태 알려줘,"<function_IO>(timeframe=0, location=""제주"")"
0ABOVW,취미로 요리하는 거 어때,<function_MR>()
0ABOVW,토요일 칭다오 날씨 어때,"<function_MO>(timeframe=8, location=""칭다오"")"
0ABOVW,내일 중요한 일이 있는데 잘할 수 있을지 걱정 돼,<function_MR>()
0ABOVW,소리 볼륨을 백퍼로 맞춰줘,<function_ZV>(volume=5)
0ABOVW,목소리의 성별을 다르게 해주세요,<function_GQ>(gender=-1)
0ABOVW,다음 주에는 중요한 미팅이 있어서 준비를 해야 해,<function_MR>()
0ABOVW,내일 아침에는 산책을 나가볼까 고민 중이야,<function_MR>()
0ABOVW,내일 케이프타운 이산화탄소 농도 높아,"<function_IO>(timeframe=1, location=""케이프타운"")"
0ABOVW,에러 이력 표시해줄래,<function_XO>()
0ABOVW,나서 수요일 아부다비 공기질 걱정해야 할까,"<function_IO>(timeframe=5, location=아부다비)"
0ABOVW,나를 따라와 줄래,<function_CK>()
0ABOVW,여행지 추천해줄 수 있어,<function_MR>()
0ABOVW,지금 가장 하고 싶은 일이 뭐야,<function_MR>()
0ABOVW,A1 필터 분리해서 닦아야 해,<function_PC>(type=3)
0ABOVW,내일 바그다드의 공기질이 괜찮을지 보여줘,"<function_IO>(timeframe=1, location=""바그다드"")"
0ABOVW,스캐닝 실행해주세요,<function_IH>(scan=True)
0ABOVW,어디로 여행 가고 싶어,<function_MR>()
0ABOVW,2층홀에서 즉시 청정 시스템 작동해주실래요,"<function_FF>(position=""2층홀"")"
0ABOVW,이번에 새로 나온 스마트폰이 정말 좋다는데 고민이야,<function_MR>()
0ABOVW,금요일 나고야 날씨 비 와요,"<function_MO>(timeframe=7, location=""나고야"")"
0ABOVW,나이트 모드 중지해줘,<function_BS>(enable=False)
0ABOVW,센서 민감도 낮음 맞지,<function_QD>(get=True)
0ABOVW,이번 주에 할 일이 많아,<function_MR>()
0ABOVW,지금 날씨 더운지,"<function_MO>(timeframe=0, location=""0"")"
0ABOVW,알려줘 오랜만에 달리기라도 좀 해볼까 싶어,<function_MR>()
0ABOVW,이 드라마 진짜 감동적이었어,<function_MR>()
0ABOVW,지영이방에서 청정해주실 수 있나요,"<function_FF>(position=""지영이방"")"
0ABOVW,내일 뭐 할거야,<function_MR>()
0ABOVW,에이아이 모드에서 둘 다 종료 부탁드립니다,"<function_BP>(enable=1, type=2)"
0ABOVW,토요일 날씨 어떤가요,"<function_MO>(timeframe=8, location=""0"")"
0ABOVW,점심으로 먹은 음식이 너무 맛있어서 먹고 싶어,<function_MR>()
0ABOVW,음성을 여성으로 전환해줄래,<function_GQ>(gender=1)
0ABOVW,오늘 공기질 모니터링 어떤지 알려줘,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,나이트 모드 실행해줘,<function_BS>(enable=True)
0ABOVW,나무 여자 보이스로 변경해줘,<function_GQ>(gender=1)
0ABOVW,마법방에서 지금 청정 바로 해주실래요,"<function_FF>(position=""마법방"")"
0ABOVW,책 추천해줄래,<function_MR>()
0ABOVW,주말 서귀포 날씨 상황 어때,"<function_MO>(timeframe=2, location=""서귀포"")"
0ABOVW,수요일 오사카 공기질 걱정해야 할까,"<function_IO>(timeframe=5, location=오사카)"
0ABOVW,오늘 점심으로 뭐 먹을지 고민이야 너무 배고파,<function_MR>()
0ABOVW,이번 주말에는 책을 읽으면서 시간을 보내고 싶어,<function_MR>()
0ABOVW,토요일 광진구 날씨 몇 도야,"<function_MO>(timeframe=8, location=광진구)"
0ABOVW,릴랙스존 청정해줄거니,"<function_FF>(position=""릴랙스존"")"
0ABOVW,목소리 설정 여성으로 변경해줘,<function_GQ>(gender=1)
0ABOVW,드라마 다시 보기 할까 고민 중이야,<function_MR>()
0ABOVW,지금 에이아이 모드 전부 중지시켜줄래,"<function_BP>(enable=1, type=2)"
0ABOVW,풍속 알려줘,<function_NK>(get=True)
0ABOVW,매너모드 지금 켜졌나,<function_SV>(type=2)
0ABOVW,관제실 청정 지금 가동해,"<function_FF>(position=""관제실"")"
0ABOVW,오늘 저녁에는 친구들과 함께 저녁을 먹기로 했어,<function_MR>()
0ABOVW,현재 공기질 모니터링 결과 띄워봐,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,이번 달은 너무 바빠서 뭔가를 계획하기가 어려웠어,<function_MR>()
0ABOVW,내일 제주시 날씨 몇 도야,"<function_MO>(timeframe=1, location=제주시)"
0ABOVW,토요일 강서구 대기질을 화면에 보여줘,"<function_IO>(timeframe=8, location=강서구)"
0ABOVW,우리왕자방에서 청정 시작해보실래요,"<function_FF>(position=""우리왕자방"")"
0ABOVW,나서 내일 서울 날씨 비 와,"<function_MO>(timeframe=1, location=서울)"
0ABOVW,토요일 대구 미세먼지 어때,"<function_IO>(timeframe=8, location=대구)"
0ABOVW,에이원 필터 잔여량이 얼마나 남았는지 확인해주세요,<function_UJ>()
0ABOVW,감지 감도 레벨을 맞춰줘,<function_QD>(type=-1)
0ABOVW,이번 달은 정신없이 바빠서 계획을 세우기가 어렵네,<function_MR>()
0ABOVW,금요일 부산 날씨 알려줘,"<function_MO>(timeframe=7, location=부산)"
0ABOVW,오늘 저녁엔 뭘 만들어볼까,<function_MR>()
0ABOVW,지금 프라이버시 기능 멈춰있나요,<function_GN>(get=True)
0ABOVW,나서 공기질 아이 표시 기능 해제해줘,<function_SC>(enable=False)
0ABOVW,따뜻한 차 한 잔이 생각나,<function_MR>()
0ABOVW,요즘 운동을 열심히 하고 있는데 몸이 조금 가벼워진 것 같아,<function_MR>()
0ABOVW,대기화면을 상세 공기질로 전환해줘 오늘,<function_HG>()
0ABOVW,저녁에 뭐 먹을지 고민 중이야 뭐가 좋을까,<function_MR>()
0ABOVW,바레인의 화요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=4, location=""바레인"")"
0ABOVW,이번에 산 책이 너무 재밌어서 시간 가는 줄 모르겠어,<function_MR>()
0ABOVW,청정 기능 재시작해줘,<function_YA>(move=2)
0ABOVW,사용 가능한 온도 단위가 뭐야,<function_JS>(type=5)
0ABOVW,충전 해줘,<function_KI>()
0ABOVW,금요일 강릉 대기질을 화면에 보여줘,"<function_IO>(timeframe=7, location=강릉)"
0ABOVW,이번 주말에 시간 있어,<function_MR>()
0ABOVW,오늘 진짜 쳐진다,<function_MR>()
0ABOVW,오늘은 오랜만에 친구들과 저녁을 먹으러 가기로 했어,<function_MR>()
0ABOVW,최근에 산 것 중에서 가장 만족스러운 기기가 뭐야,<function_MR>()
0ABOVW,어제 뉴스 봤어,<function_MR>()
0ABOVW,스캐닝 공기청정 켜져 있어,<function_IH>(get=True)
0ABOVW,엘씨디 화면 밝기를 최대 밝기로 설정해줘,<function_WN>(brightness=5)
0ABOVW,이 식당 가볼래,<function_MR>()
0ABOVW,영등포구 일요일 날씨 눈 올까,"<function_MO>(timeframe=9, location=""영등포구"")"
0ABOVW,이번 주말에는 친구들이랑 캠핑 가기로 했어 정말 기대 돼,<function_MR>()
0ABOVW,목소리 남성으로 설정해줘,<function_GQ>(gender=2)
0ABOVW,토요일 고베 날씨 비 와요,"<function_MO>(timeframe=8, location=""고베"")"
0ABOVW,취미로 그림을 그려요,<function_MR>()
0ABOVW,이번에 새로 시작한 운동이 생각보다 힘들더라,<function_MR>()
0ABOVW,다음 달에 친구들이랑 제주도로 여행 가기로 했어,<function_MR>()
0ABOVW,청정 켜봐,<function_PG>()
0ABOVW,청주 날씨 알려줘,"<function_MO>(timeframe=0, location=청주)"
0ABOVW,충전이 안되는데 어떡해,<function_KP>(type=2)
0ABOVW,토요일 기기 근처 공기 상태는 어때,"<function_IO>(timeframe=8, location=""0"")"
0ABOVW,이번 주말에 자전거 타러 갈래,<function_MR>()
0ABOVW,인터넷 연결되어 있나요,<function_SV>(type=4)
0ABOVW,청정 기능을 종료해주실래요,<function_YA>(move=0)
0ABOVW,이번 세일 때 뭐 샀어,<function_MR>()
0ABOVW,가든 공기청정 기능 실행해줄래요,"<function_FF>(position=""가든"")"
0ABOVW,오늘 마스크 써야 할 정도로 공기 안 좋을까,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,내일 이 곳의 미세먼지 농도는 얼마야,"<function_IO>(timeframe=1, location=""0"")"
0ABOVW,화요일 리마 미세먼지 어때,"<function_IO>(timeframe=4, location=리마)"
0ABOVW,스캐닝 청정 상태 좀,<function_IH>(get=True)
0ABOVW,알려줘 이거 정말 괜찮다,<function_MR>()
0ABOVW,풍량이 어떻게되,<function_NK>(get=True)
0ABOVW,오늘 뭐 먹을까,<function_MR>()
0ABOVW,음량을 80퍼센트로 올려줘,<function_ZV>(volume=4)
0ABOVW,금요일 대전 날씨 더울까,"<function_MO>(timeframe=7, location=""대전"")"
0ABOVW,내일 런던 미세먼지 어때,"<function_IO>(timeframe=1, location=런던)"
0ABOVW,매너모드 꺼줘,<function_ZX>(enable=False)
0ABOVW,아이디어실에서 공기청정 기능 시작해줄래요,"<function_FF>(position=""아이디어실"")"
0ABOVW,나 좀 봐줄래,<function_FR>()
0ABOVW,나이트 모드는 어떤 기능이야,<function_JS>(type=3)
0ABOVW,어떤 테마를 사용하고 있는지 알려주실래요,<function_HG>(get=True)
0ABOVW,모스크바의 월요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=3, location=모스크바)"
0ABOVW,다음 주말에는 친구들이랑 시간을 보내기로 했어,<function_MR>()
0ABOVW,지금 어디서 청정하고 있는지 알려줄 수 있어,<function_ID>(get=True)
0ABOVW,목요일 날씨 더워,"<function_MO>(timeframe=6, location=""0"")"
0ABOVW,내일 시에나 공기질 나쁜가,"<function_IO>(timeframe=1, location=""시에나"")"
0ABOVW,웨이크업 기능에 대해 알려줘,<function_EN>(type=5)
0ABOVW,공기청정기 설치 위치로 어디가 좋을까,<function_CS>(type=1)
0ABOVW,하루에 전기세가 얼마나 나올까,<function_HI>(type=2)
0ABOVW,현재 이 곳의 피엠텐 농도는 얼마야,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,현재 뭐하고 있나요,<function_ID>(get=True)
0ABOVW,B구역에서 공기청정해줄 수 있나요,"<function_FF>(position=""B구역"")"
0ABOVW,중풍으로 해줘,<function_NK>(speed=2)
0ABOVW,음소거 설정이 어떻게되,<function_MV>(get=True)
0ABOVW,현재 공기질 모니터링 기능 보여줘요,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,디스플레이의 밝기를 중간으로 맞춰줘,<function_WN>(brightness=-1)
0ABOVW,센서 민감도 값을 한번 봐줄래,<function_QD>(get=True)
0ABOVW,공기질 상태 표시 엘이디 꺼줘,<function_SC>(enable=False)
0ABOVW,음량을 이단계로 설정해줘,<function_ZV>(volume=2)
0ABOVW,내일은 친구랑 같이 카페에 가서 시간을 보낼 예정이야,<function_MR>()
0ABOVW,에러 이력 확인해줘,<function_XO>()
0ABOVW,여기 공기질 모니터링 상태를 화면에 나타내줘,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,볼륨 이로 해줘,<function_ZV>(volume=2)
0ABOVW,이 공청기 전기세가 얼마나 돼,<function_HI>(type=2)
0ABOVW,테이크아웃존 청정해줘,"<function_FF>(position=""테이크아웃존"")"
0ABOVW,모든 방 청소 시작해줘,<function_EF>(action=1)
0ABOVW,감지 감도 높음으로 바꿔주면 좋겠어요,<function_QD>(type=2)
0ABOVW,이 노래 분위기 진짜 좋다,<function_MR>()
0ABOVW,테마를 실내 공기질로 해줄래,<function_HG>(theme=2)
0ABOVW,월요일 모스크바 미세먼지 어때,"<function_IO>(timeframe=3, location=모스크바)"
0ABOVW,원어민실 공기청정 켜죠,"<function_FF>(position=""원어민실"")"
0ABOVW,남은 배터리 알려줘,<function_JJ>()
0ABOVW,티비에서 무슨 영화 하는지 봤어,<function_MR>()
0ABOVW,내일 후쿠오카 날씨 비 와요,"<function_MO>(timeframe=1, location=""후쿠오카"")"
0ABOVW,나서 겨울 여행지 추천해줘,<function_MR>()
0ABOVW,센서창 청소해야 하는데 방법 좀 알려줄래,<function_PC>(type=4)
0ABOVW,지금 필터의 수명이 어떻게 되나요,<function_UJ>()
0ABOVW,이번 주말에는 오랜만에 친구들과 만나서 저녁을 먹기로 했어,<function_MR>()
0ABOVW,월요일 싱가포르 날씨 몇 도야,"<function_MO>(timeframe=3, location=""싱가포르"")"
0ABOVW,이 식당 어때,<function_MR>()
0ABOVW,구역마다 공기질 모니터링 대시보드 띄워주세요,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,대기화면 바꿔줄게요,<function_HG>(theme=-1)
0ABOVW,이 책 재미있어,<function_MR>()
0ABOVW,주말에 잠깐 여행 다녀올래,<function_MR>()
0ABOVW,토요일 애들레이드 날씨 어때,"<function_MO>(timeframe=8, location=""애들레이드"")"
0ABOVW,운행 지금 바로 다시 켜줘,<function_YA>(move=2)
0ABOVW,이 영화 봤어,<function_MR>()
0ABOVW,토요일 데날리 날씨 몇 도야,"<function_MO>(timeframe=8, location=""데날리"")"
0ABOVW,어떤 인증을 받았어,<function_SB>(type=1)
0ABOVW,테마를 기본으로 변경해줄래,<function_HG>(theme=0)
0ABOVW,내일은 친구들이랑 만날 예정인데 뭐 하고 놀지 고민 중이야,<function_MR>()
0ABOVW,아침 먹었어,<function_MR>()
0ABOVW,나서 엘이디 아이 밝기 이단계로 높일래,<function_WN>(brightness=2)
0ABOVW,엘이디 화변밝기를 일단계로 설정해줘,<function_WN>(brightness=1)
0ABOVW,소리 켜줘,<function_MV>(mute=False)
0ABOVW,나서 이 영화 추천할 만해,<function_MR>()
0ABOVW,나중에 유럽여행 가고 싶어,<function_MR>()
0ABOVW,이번 주말에는 책을 읽으면서 여유롭게 시간을 보내고 싶어,<function_MR>()
0ABOVW,현재 공기질 아이 표시가 작동하고 있나요,<function_SC>(get=True)
0ABOVW,저녁에 뭐 먹을지 벌써 결정했어,<function_MR>()
0ABOVW,책을 다 읽고 나니까 다른 책도 읽고 싶어졌어,<function_MR>()
0ABOVW,오늘 일찍 자야겠어,<function_MR>()
0ABOVW,오늘은 그냥 집에서 푹 쉬면서 책이나 읽을까 생각 중이야,<function_MR>()
0ABOVW,2번동 청정 모드 켜주세요,"<function_FF>(position=""2번동"")"
0ABOVW,베이징의 내일 날씨 정보 표시해줄래,"<function_MO>(timeframe=1, location=베이징)"
0ABOVW,오늘은 좀 일찍 잠자리에 들어야겠어 내일 할 일이 많거든,<function_MR>()
0ABOVW,주말 날씨 알려줘,"<function_MO>(timeframe=2, location=""0"")"
0ABOVW,방마다 공기질 모니터링 화면으로 전환해줘요,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,화요일 홍콩 공기질 때문에 마스크 써야 할까,"<function_IO>(timeframe=4, location=홍콩)"
0ABOVW,프라이버시 모드 실행해줘,<function_GN>(enable=True)
0ABOVW,연동 옵션을 활성화해주실래요 오늘은 하루가 정말 빨리 지나갔어 뭘 했는지 모르겠어,<function_MR>()
0ABOVW,A1 필터 청소 방법 알려줘,<function_PC>(type=3)
0ABOVW,이 청정기를 집에 몇 대 놔야할지 모르겠어,<function_CS>(type=2)
0ABOVW,뉴델리의 화요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=4, location=뉴델리)"
0ABOVW,효과음 몇단계야,<function_ZV>(get=True)
0ABOVW,에이아이 모드는 어떻게 설정하는거야,<function_JS>(type=10)
0ABOVW,음량을 줄여주세요,<function_ZV>(volume=-1)
0ABOVW,오늘 공기질 모니터링 상태 알려주실래요,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,유브이 엘이디에 대해 설명해 줘,<function_JS>(type=6)
0ABOVW,빵을 구울 때 기분이 좋아져,<function_MR>()
0ABOVW,내일 아침에 일찍 일어나서 산책을 하고 싶다,<function_MR>()
0ABOVW,부설연구소으로 이동해서 청정해줘,<function_FF>(position=부설연구소)
0ABOVW,내일 뭐할 계획이야,<function_MR>()
0ABOVW,가장 자주 듣는 음악이 뭐야,<function_MR>()
0ABOVW,매너모드 설정 해제해줘,<function_ZX>(enable=False)
0ABOVW,화면 밝기를 50%로 맞춰줘,<function_WN>(brightness=-1)
0ABOVW,수라바야 금요일 날씨 알려줘,"<function_MO>(timeframe=7, location=""수라바야"")"
0ABOVW,라이다 센서 청소 방법 알려죠,<function_PC>(type=5)
0ABOVW,에이아이 모드에 대해 알려줘,<function_JS>(type=10)
0ABOVW,행복룸 청정 활성화해줘,"<function_FF>(position=""행복룸"")"
0ABOVW,포름알데히드는 건강에 어떤 영향을 줘,<function_HW>(type=5)
0ABOVW,에이아이 모드에서 공간별 누적 공기질 정보 연동 켜주세요,"<function_BP>(enable=0, type=1)"
0ABOVW,볼륨을 이로 맞춰줘,<function_ZV>(volume=2)
0ABOVW,음소거 되어있어,<function_MV>(get=True)
0ABOVW,운동 후에는 스트레칭 꼭 해야 돼,<function_MR>()
0ABOVW,나이트 모드 해제해줘,<function_BS>(enable=False)
0ABOVW,온도 단위 바꾸는 것이 좋겠습니다,<function_EW>(type=-1)
0ABOVW,노인돌봄실 청정해줄 수 있을까요,"<function_FF>(position=""노인돌봄실"")"
0ABOVW,일요일 빈 대기질을 화면에 보여줘,"<function_IO>(timeframe=9, location=빈)"
0ABOVW,안나푸르나 월요일 날씨 몇 도야,"<function_MO>(timeframe=3, location=""안나푸르나"")"
0ABOVW,유브이 살균 엘이디 멈춰줘,<function_NN>(enable=False)
0ABOVW,사용 중인 온도 표시 말씀해주세요,<function_EW>(get=True)
0ABOVW,내일 런던 공기 나쁘고 질소산화물 많을까,"<function_IO>(timeframe=1, location=""런던"")"
0ABOVW,오늘 공기질 모니터링 확인하게 해줘,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,프라이버시 비활성화해줘,<function_GN>(enable=False)
0ABOVW,수요일 로마 날씨 많이 더울까,"<function_MO>(timeframe=5, location=""로마"")"
0ABOVW,요즘 들어 운동을 자주 하니까 몸이 조금 가벼워진 것 같아,<function_MR>()
0ABOVW,화요일 프랑크푸르트 날씨 어때요,"<function_MO>(timeframe=4, location=""프랑크푸르트"")"
0ABOVW,마이크로필름실 청정 진행 시작해,"<function_FF>(position=""마이크로필름실"")"
0ABOVW,저녁에 뭐 먹을지 고민 돼,<function_MR>()
0ABOVW,일요일 해운대 대기질을 화면에 보여줘,"<function_IO>(timeframe=9, location=해운대)"
0ABOVW,벙커침대존 청정 실행해보실 수 있나요,"<function_FF>(position=""벙커침대존"")"
0ABOVW,공간별 누적 공기질 정보 연동 기능을 종료해 주시겠어요 에이아이 모드에서 꺼주세요,"<function_BP>(enable=1, type=1)"
0ABOVW,실내에서 할 수 있는 활동 추천해줄래,<function_MR>()
0ABOVW,공간별 공기 모니터링 상태 화면 보여줄래,"<function_IO>(timeframe=0, location=""0"")"
0ABOVW,풍속을 최소로 설정해줘,<function_NK>(speed=-1)
0ABOVW,내일 아스타나의 공기질 상황을 보여줘,"<function_IO>(timeframe=1, location=""아스타나"")"
0ABOVW,저녁으로 뭘 먹을지 아직도 고민 중이야 빨리 결정해야겠어,<function_MR>()
0ABOVW,고양이를 키우고 있어요,<function_MR>()
0ABOVW,공기청정기 사용 중 주의할 점 뭐예요,<function_DW>(type=4)
0ABOVW,토요일 난징 날씨 알려줘,"<function_MO>(timeframe=8, location=""난징"")"
0ABOVW,어제 일찍 잤어,<function_MR>()
0ABOVW,레이던의 수요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=5, location=""레이던"")"
0ABOVW,신간코너에서 청정 모드 진행해줘,"<function_FF>(position=""신간코너"")"
0ABOVW,다음 주에는 새로운 도전도 해보고 싶어 뭐가 좋을까,<function_MR>()
0ABOVW,금요일 멜버른 날씨 어때,"<function_MO>(timeframe=7, location=""멜버른"")"
0ABOVW,봉제실에서 공기청정 작동해보실래요,"<function_FF>(position=""봉제실"")"
0ABOVW,화요일 이스탄불 날씨 어때,"<function_MO>(timeframe=4, location=이스탄불)"
0ABOVW,이번 주말에는 집에서 쉬면서 책을 읽을까 생각 중이야,<function_MR>()
0ABOVW,가장 좋아하는 국내 여행지가 어디야,<function_MR>()
0ABOVW,드라이브 잠시 일시 정지해줘,<function_YA>(move=1)
0ABOVW,일요일 금천구 날씨 알려줘,"<function_MO>(timeframe=9, location=""금천구"")"
0ABOVW,오늘 점심에 뭐 먹지 고민 중이야 뭘 먹을까,<function_MR>()
0ABOVW,나서 내일은 조금 일찍 일어나서 책도 좀 읽고 운동도 해야지,<function_MR>()
0ABOVW,쇼핑몰에서 뭐 샀어,<function_MR>()
0ABOVW,다음 달에 있을 중요한 회의가 걱정 돼,<function_MR>()
0ABOVW,새로 시작한 취미가 너무 재미있어서 시간 가는 줄 몰라,<function_MR>()
0ABOVW,지금 에이아이 모드 전부 작동시켜줄래,"<function_BP>(enable=0, type=2)"
0ABOVW,이번 주말에는 뭘 할지 아직 못 정했는데 그냥 영화나 볼까 생각 중이야,<function_MR>()
0ABOVW,토요일 피렌체 날씨 알려주세요,"<function_MO>(timeframe=8, location=""피렌체"")"
0ABOVW,청정 켜봐,<function_PG>()
0ABOVW,지금 하는 작업 일시 정지해줄래요,<function_YA>(move=1)
0ABOVW,오늘 샌프란시스코 날씨 몇 도야,"<function_MO>(timeframe=0, location=샌프란시스코)"
0ABOVW,요즘 시간이 너무 빨리 가는 것 같아,<function_MR>()
