index,query,function
0ABOVW,내일은 좀 더 부지런히 일해야겠어 할 일이 많거든,<function_MR>()
0ABOVW,이번에 무슨 브랜드를 살까,<function_MR>()
0ABOVW,운동 다녀왔어,<function_MR>()
0ABOVW,주말에 만날 수 있어,<function_MR>()
0ABOVW,요즘 음악 추천 좀 해줘,<function_MR>()
0ABOVW,새로 산 가구가 정말 마음에 들어 집이 훨씬 넓어 보이더라,<function_MR>()
0ABOVW,넌 무슨 취미 있어,<function_MR>()
0ABOVW,커피 한 잔 할래,<function_MR>()
0ABOVW,새로 산 책이 너무 재미있어서 밤새 읽었어,<function_MR>()
0ABOVW,다음 주말에는 가족들과 여행을 가기로 했어,<function_MR>()
0ABOVW,이번 주에는 운동을 좀 더 열심히 해야겠어 체력이 떨어지는 것 같아,<function_MR>()
0ABOVW,오늘 저녁 뭐 먹지,<function_MR>()
0ABOVW,주말엔 보통 뭐해,<function_MR>()
0ABOVW,요즘 재미있는 책 있어,<function_MR>()
0ABOVW,다음 달에 있을 여행을 위해 준비해야 할 것들이 많아,<function_MR>()
0ABOVW,집에서 푹 쉬는 게 좋아,<function_MR>()
0ABOVW,이번 주말에 콘서트 가볼까,<function_MR>()
0ABOVW,최근 하는 일이 뭐야,<function_MR>()
0ABOVW,요즘 들어 스트레스를 많이 받아서 여행을 가고 싶어,<function_MR>()
0ABOVW,오늘 하루는 너무 길어서 이제 좀 쉬고 싶어,<function_MR>()
0ABOVW,요즘 뜨는 밴드 알아,<function_MR>()
0ABOVW,이번에 새로 산 옷 어때,<function_MR>()
0ABOVW,내일은 아침 일찍 일어나서 운동을 해야겠어,<function_MR>()
0ABOVW,나 좀 우울한 것 같아,<function_MR>()
0ABOVW,이번 주말에는 가족들과 여행을 가기로 했어,<function_MR>()
0ABOVW,새로운 화장품을 샀는데 정말 좋아,<function_MR>()
0ABOVW,집에 돌아와서 샤워하니까 너무 상쾌해졌어,<function_MR>()
0ABOVW,새로 나온 책을 읽고 있는데 너무 흥미진진해서 시간 가는 줄 몰라,<function_MR>()
0ABOVW,요즘은 건강에 신경을 많이 써서 운동을 더 자주 하고 있어,<function_MR>()
0ABOVW,매일 운동하려고 노력 중이야,<function_MR>()
0ABOVW,주말에 같이 게임할 사람 구하는데 누구 할래,<function_MR>()
0ABOVW,오늘은 푹 쉬고 싶어서 집에서 시간을 보내려고 해,<function_MR>()
0ABOVW,내일 중요한 회의가 있어서 준비를 좀 더 해야겠어,<function_MR>()
0ABOVW,수영하러 가는 거 어때,<function_MR>()
0ABOVW,내일은 아침에 일찍 일어나서 운동하고 싶어,<function_MR>()
0ABOVW,내일은 오랜만에 친구랑 점심을 먹으려고 해,<function_MR>()
0ABOVW,이번 주말에는 집에서 푹 쉬면서 시간을 보내려고 해,<function_MR>()
0ABOVW,새로 산 이어폰이 정말 좋아서 음악 듣는 게 더 즐거워졌어,<function_MR>()
0ABOVW,새로운 노트북을 살까 말까 고민 중이야,<function_MR>()
0ABOVW,운동을 꾸준히 하려고 노력 중인데 쉽지 않네,<function_MR>()
0ABOVW,이 배우 연기 진짜 잘하지,<function_MR>()
0ABOVW,이번 주말에는 영화를 보러 갈 계획이 있어,<function_MR>()
0ABOVW,새로 시작한 취미가 너무 즐거워 더 자주 하고 싶어,<function_MR>()
0ABOVW,디저트 먹고 싶은데 뭐가 좋을까,<function_MR>()
0ABOVW,주말에는 주로 공부하니,<function_MR>()
0ABOVW,이번 주말에는 오랜만에 가족들과 시간을 보내려고 해,<function_MR>()
0ABOVW,주말에 가족들이랑 놀러 가려고 계획 중이야,<function_MR>()
0ABOVW,오늘은 진짜 아무것도 하기 싫어서 그냥 누워만 있었어,<function_MR>()
0ABOVW,집에 있는 간식이 다 떨어져서 마트에 가야겠어,<function_MR>()
0ABOVW,내일 아침에는 일찍 일어나서 하루를 좀 길게 써야겠어,<function_MR>()
0ABOVW,주말에 뭘 하면 좋을지 추천해줘,<function_MR>()
0ABOVW,주말에 영화관에 가고 싶은데 요즘 재밌는 영화 뭐가 있을까,<function_MR>()
0ABOVW,오늘은 친구들과 함께 시간을 보내려고 해,<function_MR>()
0ABOVW,오늘 진짜 바빴어,<function_MR>()
0ABOVW,새로운 노래가 나왔는데 한번 들어봐야겠어,<function_MR>()
0ABOVW,책을 읽다가 잠이 들었네 다시 시작해야겠어,<function_MR>()
0ABOVW,저는 사진 찍는 걸 정말 좋아해요,<function_MR>()
0ABOVW,내일 아침엔 일찍 일어나서 할 일을 빨리 끝내고 싶어,<function_MR>()
0ABOVW,내일은 아침 일찍 일어나서 하루를 길게 써야겠어,<function_MR>()
0ABOVW,여행 가서 먹을 맛집 리스트 만들어놨어,<function_MR>()
0ABOVW,내일은 운동을 꼭 해야겠어 요즘 너무 게을러졌어,<function_MR>()
0ABOVW,새로 산 책이 너무 재밌어서 시간 가는 줄 모르고 읽고 있어,<function_MR>()
0ABOVW,이번 주말에는 오랜만에 친구들이랑 만나서 저녁 먹기로 했어,<function_MR>()
0ABOVW,이번 주에는 운동을 좀 더 자주 해야겠어,<function_MR>()
0ABOVW,주말에 가족들이랑 모임이 있는데 무슨 얘기를 할지 고민이야,<function_MR>()
0ABOVW,이 책 읽어볼까,<function_MR>()
0ABOVW,나서 저녁으로 뭐 먹을까 치킨 아니면 피자,<function_MR>()
0ABOVW,오늘 저녁 메뉴는 뭘로 할까 고민 중이야,<function_MR>()
0ABOVW,주말에 집에서 요리해볼까,<function_MR>()
0ABOVW,이번 주말에는 캠핑을 가볼까 생각 중이야,<function_MR>()
0ABOVW,이번 주에 할 일 많아,<function_MR>()
0ABOVW,영화 다 보고 나서 카페 갈까,<function_MR>()
0ABOVW,요즘에는 뉴스 볼 때마다 걱정되는 일이 많아,<function_MR>()
0ABOVW,국내 여행도 좋은 데가 많아,<function_MR>()
0ABOVW,나서 넌 아침형 인간이야,<function_MR>()
0ABOVW,내일은 아침 일찍 일어나서 운동을 할 계획이야,<function_MR>()
0ABOVW,오랜만에 영화를 보려고 하는데 어떤 영화를 볼지 고민이네,<function_MR>()
0ABOVW,오늘 저녁에는 친구들이랑 만나서 시간을 보낼 예정이야,<function_MR>()
0ABOVW,집에 있는 시간이 많아지니까 집안일을 자꾸 미루게 돼,<function_MR>()
0ABOVW,가장 좋아하는 계절이 뭐야,<function_MR>()
0ABOVW,운동을 하고 나니까 몸이 가벼워진 느낌이 들어,<function_MR>()
0ABOVW,새로운 취미나 기술을 배우는 게 중요해,<function_MR>()
0ABOVW,나서 책을 다 읽었는데 이제 무슨 책을 읽어야 할지 고민이네,<function_MR>()
0ABOVW,이번 주말에 같이 요리할래,<function_MR>()
0ABOVW,새로 산 이어폰이 너무 좋아서 음악 듣는 게 더 즐거워졌어,<function_MR>()
0ABOVW,주말에는 집안 청소를 해야 할 것 같은데 어디서부터 시작할지 고민이야,<function_MR>()
0ABOVW,요즘 스트레스를 많이 받아서 운동을 시작해볼까,<function_MR>()
0ABOVW,조깅하러 나갈까,<function_MR>()
0ABOVW,방 청소를 하려고 했는데 시작도 안 했어,<function_MR>()
0ABOVW,이거 어떻게 사용하는 거지,<function_MR>()
0ABOVW,주말에 뭐 할지 아직 정하지 못했어 그냥 집에 있을까 생각 중이야,<function_MR>()
0ABOVW,연동이 꺼져 있는 상태인지 확인해주실래요 이번 주말에는 뭘 할까 미리 계획을 세워야겠어,<function_MR>()
0ABOVW,내일 아침에는 일찍 일어나서 운동을 할 계획이야,<function_MR>()
0ABOVW,새로운 취미를 찾고 싶어 뭐가 좋을까,<function_MR>()
0ABOVW,내일은 친구랑 점심을 먹으면서 시간을 보낼 예정이야,<function_MR>()
0ABOVW,다음 주에는 조금 더 부지런하게 지내야겠다고 결심했어,<function_MR>()
0ABOVW,이번 달은 너무 정신없이 바빴어서 여유 시간이 거의 없었어,<function_MR>()
0ABOVW,아침에 일어나서 바로 운동하는 게 참 어렵네,<function_MR>()
0ABOVW,새로운 노트북을 살까 말까 고민 중이야,<function_MR>()
0ABOVW,책상 정리해야겠어,<function_MR>()
0ABOVW,새로 나온 드라마가 인기가 많아서 한번 봐야겠어,<function_MR>()
0ABOVW,저녁으로 뭘 먹어야 할지 아직도 결정 못 했어,<function_MR>()
0ABOVW,주말에 시간 있어,<function_MR>()
0ABOVW,내일 아침은 뭐 먹지 오랜만에 빵을 먹을까,<function_MR>()
0ABOVW,디저트로 케이크 어때,<function_MR>()
0ABOVW,잠이 안 와서 유튜브를 계속 보고 있어,<function_MR>()
0ABOVW,다음 주에는 새로운 취미를 시작해볼까 고민 중이야,<function_MR>()
0ABOVW,커피를 너무 많이 마셔서 잠이 안 온다,<function_MR>()
0ABOVW,이번 주말에는 가족들이랑 오랜만에 외식이나 할까 생각 중이야,<function_MR>()
0ABOVW,친구랑 같이 새로운 요리를 해보고 싶은데 뭐가 좋을까,<function_MR>()
0ABOVW,오늘 하루 종일 아무것도 안 했는데 시간은 왜 이렇게 빨리 갔지,<function_MR>()
0ABOVW,이번 주말에 계획 있어,<function_MR>()
0ABOVW,주말에 친구들이랑 만나서 뭐 할지 아직도 결정 못 했어,<function_MR>()
0ABOVW,저녁에 뭐 먹을지 아직 결정 못했어 빨리 정해야겠어,<function_MR>()
0ABOVW,이번 주말에는 오랜만에 친구들이랑 만나서,<function_MR>()
0ABOVW,새로 시작한 취미가 너무 재밌어서 시간 가는 줄 모르겠어,<function_MR>()
0ABOVW,친구랑 여행 계획 짜고 있어,<function_MR>()
0ABOVW,내일은 아침에 일찍 일어나서 운동해야지,<function_MR>()
0ABOVW,이번 주말엔 집 청소를 제대로 한번 해볼까 생각 중이야,<function_MR>()
0ABOVW,오늘은 하루 종일 바빴는데 이제야 좀 쉬는 시간이 생겼어,<function_MR>()
0ABOVW,나서 점심으로 먹은 음식이 너무 맛있어서 먹고 싶어,<function_MR>()
0ABOVW,여행 갈 때 꼭 챙기는 물건이 있어,<function_MR>()
0ABOVW,새로 산 책을 읽고 있는데 내용이 너무 흥미로워,<function_MR>()
0ABOVW,이번에 새로 나온 음식을 먹어보고 싶은데 어디서 먹을지 고민이야,<function_MR>()
0ABOVW,오늘은 일찍 자고 내일은 일찍 일어나야지,<function_MR>()
0ABOVW,긴장을 풀기 좋은 방법이 뭐야,<function_MR>()
0ABOVW,이번 주에 등산 가볼래,<function_MR>()
0ABOVW,이번 주말에는 뭔가 특별한 계획을 세우고 싶어,<function_MR>()
0ABOVW,아침 뭐 먹었어,<function_MR>()
0ABOVW,이번 주말에는 가족들이랑 오랜만에 외식을 하려고 해,<function_MR>()
0ABOVW,운동할 때 어떤 음악 듣니,<function_MR>()
0ABOVW,요리를 잘 하니,<function_MR>()
0ABOVW,이번 여름엔 해변에서 놀자,<function_MR>()
0ABOVW,이번 주말엔 영화관에 가서 영화 한 편 볼까 생각 중이야,<function_MR>()
0ABOVW,오늘은 일찍 자야겠어 내일 아침에 일찍 일어나야 하거든,<function_MR>()
0ABOVW,요즘 스트레스가 너무 많이 쌓였어 어떻게 풀어야 할지 모르겠어,<function_MR>()
0ABOVW,이 옷 어때 괜찮아 보여,<function_MR>()
0ABOVW,친구랑 약속이 있었는데 갑자기 일이 생겨서 취소됐어,<function_MR>()
0ABOVW,퇴근 후에 뭐 할 계획이야,<function_MR>()
0ABOVW,최신 영화 리뷰 읽어봤어,<function_MR>()
0ABOVW,요즘 책을 많이 읽고 있는데 재밌는 소설 추천해줄래,<function_MR>()
0ABOVW,내일 비 온대,<function_MR>()
0ABOVW,새로 배운 운동이 있어,<function_MR>()
0ABOVW,이 식당 추천해줄래,<function_MR>()
0ABOVW,최신 개봉 영화 정보 좀 찾아볼까,<function_MR>()
0ABOVW,냉장고에 있는 재료들로 뭘 만들어 먹을 수 있을까,<function_MR>()
0ABOVW,온라인 수업 듣는 게 어때,<function_MR>()
0ABOVW,영화 예매는 했어,<function_MR>()
0ABOVW,새로 나온 레스토랑 메뉴가 맛있어 보이던데 언제 가볼까,<function_MR>()
0ABOVW,우리 고양이 너무 귀엽지 않아,<function_MR>()
0ABOVW,요즘 인기 많은 아이템 뭐야,<function_MR>()
0ABOVW,저녁에 뭐 먹을지 고민되는데 중국음식도 좋을 것 같아,<function_MR>()
0ABOVW,오늘 무슨 일 있었어,<function_MR>()
0ABOVW,이번 주말에는 무슨 영화가 개봉하는지 한번 찾아봐야겠어,<function_MR>()
0ABOVW,좋아하는 영화 장르가 뭐야,<function_MR>()
0ABOVW,다음 주에 새로운 프로젝트를 시작하는데 준비가 잘 될까 걱정이야,<function_MR>()
0ABOVW,이번 주말엔 뭐할 거야,<function_MR>()
0ABOVW,요즘 무슨 음악 들어,<function_MR>()
0ABOVW,오늘 뭐할 계획이야,<function_MR>()
0ABOVW,나서 이 가수 노래 엄청 좋더라,<function_MR>()
0ABOVW,음식을 만드는 게 정말 즐거워,<function_MR>()
0ABOVW,이번 주말에 새로운 식당을 찾아가볼까 고민 중이야,<function_MR>()
0ABOVW,디카페인 커피는 의미 없다고 생각해,<function_MR>()
0ABOVW,오늘은 왠지 하루가 길게 느껴지네,<function_MR>()
0ABOVW,내일 뭐해,<function_MR>()
0ABOVW,친구랑 같은 영화 보고 싶어,<function_MR>()
0ABOVW,점심 먹고 나니까,<function_MR>()
0ABOVW,헬스장 가는 거 어때,<function_MR>()
0ABOVW,오늘 하루는 그냥 푹 쉬면서 책이나 읽을까 생각 중이야,<function_MR>()
0ABOVW,다음 주에 중요한 발표가 있어,<function_MR>()
0ABOVW,오늘 하루종일 집에 있었더니,<function_MR>()
0ABOVW,요즘 운동을 시작했는데 근육통이 너무 심해,<function_MR>()
0ABOVW,이번 주말에는 가족들이랑 외식하기로 했어 오랜만이야,<function_MR>()
0ABOVW,새로 산 책을 읽고 있는데 너무 재미있어 시간 가는 줄 모르겠어,<function_MR>()
0ABOVW,너희 집 근처에 맛있는 식당 있어,<function_MR>()
0ABOVW,이번 주말에는 가족들과 함께 등산을 가기로 했어,<function_MR>()
0ABOVW,오늘 저녁에는 가볍게 산책을 하면서 시간을 보낼 예정이야,<function_MR>()
0ABOVW,이번 주말에는 친구랑 등산가기로 했어요,<function_MR>()
0ABOVW,오늘 저녁은 뭘 먹어야 할지 고민 중이야 뭐가 좋을까,<function_MR>()
0ABOVW,오늘 하루 종일 바빴는데 이제야 좀 쉬는 시간이 생겼어,<function_MR>()
0ABOVW,새로운 음악을 찾아 듣는 게 요즘 내 소소한 즐거움이야,<function_MR>()
0ABOVW,내일은 아침 일찍 친구랑 만나서 시간을 보낼 예정이야,<function_MR>()
0ABOVW,내일은 아침부터 중요한 미팅이 있어서 조금 긴장되네,<function_MR>()
0ABOVW,내일은 꼭 일찍 일어나서 하루를 시작해야지,<function_MR>()
0ABOVW,내일은 아침 일찍 일어나서 산책을 나가보려고 해,<function_MR>()
0ABOVW,오늘은 가볍게 책을 읽으면서 시간을 보내고 있어,<function_MR>()
0ABOVW,주말에 같이 운동할 사람 구하는데 누구 같이 할래,<function_MR>()
0ABOVW,이번 주말에는 뭘 할까 새로운 계획을 세워봐야겠어,<function_MR>()
0ABOVW,요가 수업 들어본 적 있어,<function_MR>()
0ABOVW,오늘은 집에서 쉬면서 책을 읽으려고 해,<function_MR>()
0ABOVW,나서 오늘 뭐 먹을 거야,<function_MR>()
0ABOVW,이번 주말에는 영화를 보러 가기로 했는데 기대 중이야,<function_MR>()
0ABOVW,오늘 하루 정말 바쁘게 보냈는데 왜 이렇게 시간이 안 갔지,<function_MR>()
0ABOVW,새로 산 책이 너무 재밌어서 시간이 금방 지나갔어,<function_MR>()
0ABOVW,새 앨범 들어봤어,<function_MR>()
0ABOVW,오랜만에 운동을 했더니 온몸이 뻐근해 꾸준히 해야겠어,<function_MR>()
0ABOVW,집에서 쉬는 것도 좋지만 가끔은 밖에 나가는 것도 필요한 것 같아,<function_MR>()
0ABOVW,내일 아침에 일찍 일어나서 산책을 나가볼까 생각 중이야,<function_MR>()
0ABOVW,요즘 들어 스트레스를 많이 받아서 운동을 시작했어,<function_MR>()
0ABOVW,새로 시작한 운동이 너무 힘들어서 포기할까 고민 중이야,<function_MR>()
0ABOVW,새로 생긴 카페에 가봤어,<function_MR>()
0ABOVW,내일 비 올까,<function_MR>()
0ABOVW,새로운 취미를 찾고 싶어 요즘 뭔가 색다른 걸 해보고 싶어,<function_MR>()
0ABOVW,아침에 일찍 일어나서 운동하는 게 생각보다 힘들지 않더라,<function_MR>()
0ABOVW,내일 비 온다던데,<function_MR>()
0ABOVW,오늘 하루가 정말 길었어 이제 좀 쉬고 싶어,<function_MR>()
0ABOVW,저는 한국 역사에 관심이 많아요,<function_MR>()
0ABOVW,짖궃다는 치읕 받침이야, 아니면 디귿 받침이야,<function_MR>()
0ABOVW,주말에는 친구들이랑 영화 한 편 볼까 생각 중이야,<function_MR>()
0ABOVW,이번에 새로 나온 스마트폰이 정말 좋다는데 살까 말까 고민이야,<function_MR>()
0ABOVW,오늘은 그냥 푹 쉬고 싶어 아무것도 하지 않는 하루가 필요해,<function_MR>()
0ABOVW,요즘 경제 상황이 좀 걱정 돼,<function_MR>()
0ABOVW,내일은 아침 일찍 일어나서 하루를 길게 써볼까 생각 중이야,<function_MR>()
0ABOVW,넌 아침형 인간이야,<function_MR>()
0ABOVW,새로 산 책을 읽고 있는데 너무 재미있어,<function_MR>()
0ABOVW,내일 아침에 일찍 일어나서,<function_MR>()
0ABOVW,새로운 레스토랑이 생겼던데 다음 주말에 가보자,<function_MR>()
0ABOVW,저는 베이킹을 좋아해요,<function_MR>()
0ABOVW,집에서 영화 보는 게 좋아,<function_MR>()
0ABOVW,다음 달에 있을 중요한 시험을 준비해야 할 것 같아,<function_MR>()
0ABOVW,저녁 먹고 산책 나갈까,<function_MR>()
0ABOVW,내일은 조금 더 생산적인 하루를 보내야겠어,<function_MR>()
0ABOVW,이번 주말에 공부할 계획 있어,<function_MR>()
0ABOVW,이번에 무슨 브랜드를 살까 고민 중이야,<function_MR>()
0ABOVW,오랜만에 가족들이랑 시간을 보내니까 정말 좋았어,<function_MR>()
0ABOVW,다음 달에 있을 모임 준비를 미리 해둬야겠어,<function_MR>()
0ABOVW,새로 시작한 드라마가 너무 재밌어서 시간 가는 줄 몰랐어,<function_MR>()
0ABOVW,이번 주말에는 집에서 요리해보는 것도 좋을 것 같아,<function_MR>()
0ABOVW,다음 주에는 더 열심히 일해야겠어,<function_MR>()
0ABOVW,뭐 마실래,<function_MR>()
0ABOVW,오늘은 무슨 일을 해야 할지 모르겠어 그냥 쉬고 싶어,<function_MR>()
0ABOVW,이 영화 재밌을까,<function_MR>()
0ABOVW,이번 주말에는 오랜만에 친구들이랑 만나기로 했어,<function_MR>()
0ABOVW,어제 저녁에 먹었던 음식이 너무 맛있어서 오늘도 먹고 싶어,<function_MR>()
0ABOVW,점심 먹었어,<function_MR>()
0ABOVW,오늘 하루는 너무 바빠서 이제 좀 쉬고 싶어,<function_MR>()
0ABOVW,오늘 저녁에는 친구들과 만나서 시간을 보내기로 했어,<function_MR>()
0ABOVW,내일은 꼭 일찍 일어나서 할 일을 빨리 끝내야겠어,<function_MR>()
0ABOVW,오늘 하루는 너무 바빴어 이제 좀 쉬고 싶어,<function_MR>()
0ABOVW,반려동물을 키우고 싶어,<function_MR>()
0ABOVW,내일은 뭘 해야 할지 아직 결정하지 못했어,<function_MR>()
0ABOVW,이번 주말에는 뭐 하고 놀까 새로운 카페나 가볼까,<function_MR>()
0ABOVW,이번 주말에는 뭐 할까 오랜만에 친구들과 시간을 보내고 싶어,<function_MR>()
0ABOVW,새로 배운 기술 있으면 공유해줄래,<function_MR>()
0ABOVW,주말에는 친구들이랑 오랜만에 만나기로 했어 기대 돼,<function_MR>()
0ABOVW,내일은 친구들이랑 만나서 저녁을 먹기로 했어,<function_MR>()
0ABOVW,좋아하는 취미 활동이 뭐야,<function_MR>()
0ABOVW,나서 오늘 무슨 계획 있어,<function_MR>()
0ABOVW,나서 국내 여행도 좋은 데가 많아,<function_MR>()
0ABOVW,출근하기 싫어,<function_MR>()
0ABOVW,내일 아침에 일어나야 돼,<function_MR>()
0ABOVW,이번 주말엔 그냥 집에서 푹 쉬어야겠어,<function_MR>()
0ABOVW,이번 주말에는 가족들이랑 시간을 보내려고 해 오랜만이야,<function_MR>()
0ABOVW,다음 주에는 조금 더 부지런히 시간을 보내야겠어,<function_MR>()
0ABOVW,내일은 아침 일찍 일어나서 산책을 나가볼까 고민 중이야,<function_MR>()
0ABOVW,나서 오늘은 하루 종일 비가 와서 기분이 축 처지네,<function_MR>()
0ABOVW,내일은 친구들이랑 만날 예정이라 기대 돼,<function_MR>()
0ABOVW,내일은 집에서 요리나 해볼까 싶어,<function_MR>()
0ABOVW,어른이 되고 나서 친구 사귀기가 어렵지 않아,<function_MR>()
0ABOVW,내일 아침에는 일찍 일어나서 독서를 할 계획이야,<function_MR>()
0ABOVW,새로 산 가방 마음에 들어,<function_MR>()
0ABOVW,주말에 친구들이랑 모임을 가질 예정인데 뭘 입고 갈지 고민이야,<function_MR>()
0ABOVW,매일 아침 산책하는 게 습관이 됐어,<function_MR>()
0ABOVW,이번에 새로 배운 취미 있어,<function_MR>()
0ABOVW,겨울 여행지 추천해줘,<function_MR>()
0ABOVW,하나의 미래 기술을 지금 가질 수 있다면 뭘 원해,<function_MR>()
0ABOVW,이번에 새로 나온 카메라가 정말 좋아 보이는데 살까 말까,<function_MR>()
0ABOVW,이번 주말에는 캠핑을 가기로 했는데 기대 돼,<function_MR>()
0ABOVW,이번 주말 계획 말해줄래,<function_MR>()
0ABOVW,책을 다 읽었는데 이제 무슨 책을 읽어야 할지 고민이네,<function_MR>()
0ABOVW,이번 주에는 조금 더 계획적으로 살아야겠어,<function_MR>()
0ABOVW,이번 주에는 할 일이 많아서 조금 더 부지런히 보내야겠어,<function_MR>()
0ABOVW,테일러 스위프트 노래 자주 들어,<function_MR>()
0ABOVW,오늘 저녁에 뭐 먹을지 고민 중인데 뭘 먹을까,<function_MR>()
0ABOVW,오늘 아침 뭐 먹었어,<function_MR>()
0ABOVW,요즘 인기 많은 드라마 뭐야,<function_MR>()
0ABOVW,이사 왔는데 친구를 어떻게 사귀어야 할까,<function_MR>()
0ABOVW,오늘 일찍 퇴근할 거야,<function_MR>()
0ABOVW,이번 주말에는 오랜만에 가족들과 시간을 보내기로 했어,<function_MR>()
0ABOVW,오늘 하루는 정말 바빴어 이제 좀 쉬고 싶어,<function_MR>()
0ABOVW,오늘 저녁에는 간단하게 파스타나 만들어볼까 생각 중이야,<function_MR>()
0ABOVW,이 책 재미있어 보여,<function_MR>()
0ABOVW,내일 만나자,<function_MR>()
0ABOVW,새로 시작한 프로젝트가 생각보다 어려워서 스트레스를 많이 받아,<function_MR>()
0ABOVW,다음 주말에는 친구들과 함께 시간을 보내,<function_MR>()
0ABOVW,이번 영화 기대 돼,<function_MR>()
0ABOVW,이번에 새로 나온 스마트폰이 정말 좋다는데 살까 말까,<function_MR>()
0ABOVW,선호하는 운동이 있어,<function_MR>()
0ABOVW,이번 주에는 운동을 좀 더 열심히 해서 몸을 건강하게 만들어야겠어,<function_MR>()
0ABOVW,다음 달에 중요한 발표가 있어서 준비를 열심히 하고 있어,<function_MR>()
0ABOVW,저녁에 뭐할까,<function_MR>()
0ABOVW,다음 달에 친구들과 여행을 가기로 했는데 기대 돼,<function_MR>()
0ABOVW,내일은 친구들이랑 만날 계획인데 어디서 만나야 할지 고민이네,<function_MR>()
0ABOVW,일주일 중 가장 좋아하는 날이 언제야,<function_MR>()
0ABOVW,새로 나온 카페가 분위기가 좋아서 가보고 싶어,<function_MR>()
0ABOVW,이번에 새로 산 신발이 너무 편해서 매일 신고 다니고 있어,<function_MR>()
0ABOVW,여기 와본 적 있어,<function_MR>()
0ABOVW,점심 같이 먹을래,<function_MR>()
0ABOVW,다음 달에 있을 중요한 시험 준비로 바빠,<function_MR>()
0ABOVW,다음 주에는 조금 더 부지런하게 보내야겠어 할 일이 많아,<function_MR>()
0ABOVW,다음 주에 있을 모임 준비를 미리 해두는 게 좋겠지,<function_MR>()
0ABOVW,다음 주에 친구들이랑 모임이 있는데 뭐 입고 갈지 고민이야,<function_MR>()
0ABOVW,새로운 책을 시작했는데 너무 재밌어서 시간 가는 줄 모르겠어,<function_MR>()
0ABOVW,요즘 스트레스를 너무 많이 받아서 어떻게 풀어야 할지 모르겠어,<function_MR>()
0ABOVW,주말에 뭐 할거야,<function_MR>()
0ABOVW,집에 먹을 게 하나도 없어서 편의점 가려고,<function_MR>()
0ABOVW,어제 본 영화가 정말 감동적이었어 추천해줄게,<function_MR>()
0ABOVW,요즘 뭐 공부하고 있어,<function_MR>()
0ABOVW,이번 주말에 뭐 할래,<function_MR>()
0ABOVW,새로 나온 노트북이 성능이 좋다고 하던데 한번 알아봐야겠어,<function_MR>()
0ABOVW,이번 주에는 좀 더 부지런히 살아야겠다는 생각이 들어,<function_MR>()
0ABOVW,다음 주말에는 친구들과 캠핑을 가기로 했어 기대 돼,<function_MR>()
0ABOVW,오늘 저녁은 뭘 먹을지 고민이야 배는 고픈데 딱히 땡기는 게 없어,<function_MR>()
0ABOVW,집에 있는 시간이 많아지니까 뭘 해야 할지 모르겠어,<function_MR>()
0ABOVW,오늘은 친구들이랑 만나서 시간을 보내려고 해,<function_MR>()
0ABOVW,친구와 함께 요리하는 걸 좋아해,<function_MR>()
0ABOVW,학교 숙제가 너무 많아,<function_MR>()
0ABOVW,캠핑 한번 해보고 싶어,<function_MR>()
0ABOVW,다음 주에 중요한 미팅이 있어서 준비를 철저히 해야 해,<function_MR>()
0ABOVW,쇼핑할 때 뭘 제일 많이 사,<function_MR>()
0ABOVW,클래식 음악 들으면 마음이 편해져,<function_MR>()
0ABOVW,이번 주말에는 집에서 영화를 몰아서 보려고 해,<function_MR>()
0ABOVW,요즘 뭐가 제일 재밌어,<function_MR>()
0ABOVW,다음 주에는 운동을 조금 더 열심히 해볼까 생각 중이야,<function_MR>()
0ABOVW,요즘 할인하는 상품 많더라,<function_MR>()
0ABOVW,커피 대신 차를 마셔볼까,<function_MR>()
0ABOVW,내일 아침에는 일찍 일어나서 독서를 할까 생각 중이야,<function_MR>()
0ABOVW,새로 나온 게임이 화제라는데 해볼까 고민 중이야,<function_MR>()
0ABOVW,대기질을 화면에 보여줘 어제 본 영화가 정말 감동적이었어 추천해줄게,<function_MR>()
0ABOVW,오늘 하루종일 비가 와서 기분이 가라앉아 있었어,<function_MR>()
0ABOVW,기타 치는 걸 배우고 있어요,<function_MR>()
0ABOVW,오늘 밤에 뭐 할 계획이야,<function_MR>()
0ABOVW,미세먼지 농도 알려줘 이번 주말에는 오랜만에 영화를 보러 가려고 해,<function_MR>()
0ABOVW,주말엔 뭐 할거야,<function_MR>()
0ABOVW,할인 쿠폰 받았어,<function_MR>()
0ABOVW,이번 주에는 운동을 좀 더 열심히 해야겠어 체력이 필요해,<function_MR>()
0ABOVW,이 책 읽어볼래,<function_MR>()
0ABOVW,새로 산 옷이 너무 마음에 들어서 자주 입고 있어,<function_MR>()
0ABOVW,이번 주말에는 영화관에 가서 보고 싶은 영화를 보려고 해,<function_MR>()
0ABOVW,새로 시작한 드라마가 너무 재밌어서 시간 가는 줄 모르겠어,<function_MR>()
0ABOVW,오랜만에 영화를 한 편 봤는데 정말 감동적이었어,<function_MR>()
0ABOVW,이번에 새로 나온 전자제품 리뷰를 봤는데 괜찮더라,<function_MR>()
0ABOVW,요즘 들어서 잠이 잘 안 와서 수면 패턴을 바꿔야 할 것 같아,<function_MR>()
0ABOVW,하나의 영화만 평생 볼 수 있다면 뭘 선택할 거야,<function_MR>()
0ABOVW,새로운 취미를 찾아봐야겠어,<function_MR>()
0ABOVW,이번 주말에는 무슨 요리를 해볼까 생각 중이야,<function_MR>()
